SPMCODE	SECTION	TAXA-Current_determination	LOOK-UP_Authors	ID.modifier	LOOK-UP_WCM-ID	LOOK-UP_Accepted name	LOOK-UP Parent Name	Determined_by	Determined_date	determination_reasoning_notes	Lab_receiving_material	Received_Materials	Type_of_material	Date_received	Institution_Person_sending_material	Ownership_of_Sequence	TAXA.received.as_piped_add_dets	Original_Tube_No	Accession_Num_Voucher	voucher_location	Collectors	Collector_no	TDWG	Country	State_Province_Region_territory	substate	substate rank	Site	habitat	associates	plant-attributes	latitute	longitude	datum	elevation	elevation_source	coordinates_source	photos	Original_project		Specimen_Notes	Imaged	Use_in_NSF-CAREX-1255901_Project	Database_Notes	SPM.EXCLUDE	SPM.DATE.EXCLUSION	SPM.EXCLUSION.NOTES	SEQUENCE_NAME	PERMISSION_TO_USE	temp-sn don't need to check	Include2019GlobalCarex	tipLabels2019	NCBI_geo_loc_name	ETS_NCBI_ACCESSION	ITS_NCBI_ACCESSION	matK_NCBI_ACCESSION	Projects_IncompleteList	SEQUENCED
spm00006351	Schiedeanae	Carex gypsophila	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex gypsophila	Carex-MOR-3263	Gonzalez & Reznicek 10259		Gonzalez & Reznicek	10259																	Schiedeanae	Carex gypsophila			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006352	Schiedeanae	Carex gypsophila	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex gypsophila	Carex-MOR-3264	Gonzalez & Reznicek 10254		Gonzalez & Reznicek	10254																	Schiedeanae	Carex gypsophila			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006353		Carex madrensis	L.H.Bailey		urn:kew.org:wcs:taxon:228447	accepted					MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex madrensis	Carex-MOR-3265	Rzedawski 44231		Rzedawski	44231																	Schiedeanae	Carex madrensis			1								FALSE		 	x	x	x	Schiedeanae	PCR failed at all 3 regions
spm00006354	Schiedeanae	Carex mesophila	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex mesophila	Carex-MOR-3266	Zamuelio & Carraza 11177		Zamuelio & Carraza	11177																	Schiedeanae	Carex mesophila			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006355	Schiedeanae	Carex mesophila	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex mesophila	Carex-MOR-3267	Rzedowski 24564		Rzedowski	24564																	Schiedeanae	Carex mesophila			1								FALSE		 	CAREX-MOR-10022015	?	x	Schiedeanae
spm00006356	Schiedeanae	Carex mesophila	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex mesophila	Carex-MOR-3268	Diaz-Barriga 4950		Diaz-Barriga	4950																	Schiedeanae	Carex mesophila			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006357	Schiedeanae	Carex mesophila	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex mesophila	Carex-MOR-3269	Reznicek 11099		Reznicek	11099																	Schiedeanae	Carex mesophila			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006358	Schiedeanae	Carex muriculata	F.J.Herm.		urn:kew.org:wcs:taxon:228883	accepted					MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex murniculata|Carex muriculata	Carex-MOR-3270	Johnston et al. 11743		Johnston et al.	11743																	Schiedeanae	Carex muriculata			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006359	Schiedeanae	Carex muriculata	F.J.Herm.		urn:kew.org:wcs:taxon:228883	accepted					MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex murniculata|Carex muriculata	Carex-MOR-3271	Johnston et al. 11852		Johnston et al.	11852																	Schiedeanae	Carex muriculata			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006360	Schiedeanae	Carex perstricta	Mack.		urn:kew.org:wcs:taxon:229678	not accepted	Carex schiedeana				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex perstricta	Carex-MOR-3272	Gonzalez & Reznicek 10272		Gonzalez & Reznicek	10272																	Schiedeanae	Carex perstricta			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006361	Schiedeanae	Carex perstricta	Mack.		urn:kew.org:wcs:taxon:229678	not accepted	Carex schiedeana				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex perstricta	Carex-MOR-3273	Rzedowski 47688		Rzedowski	47688																	Schiedeanae	Carex perstricta			1								FALSE		 	x	x	x	Schiedeanae	PCR failed at all 3 regions
spm00006362	Schiedeanae	Carex perstricta	Mack.		urn:kew.org:wcs:taxon:229678	not accepted	Carex schiedeana				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex perstricta	Carex-MOR-3274	Gonzalez & Reznicek 10268		Gonzalez & Reznicek	10268																	Schiedeanae	Carex perstricta			1								FALSE		 	x	CAREX_MOR_02052016C	x	Schiedeanae
spm00006363	Schiedeanae	Carex perstricta	Mack.		urn:kew.org:wcs:taxon:229678	not accepted	Carex schiedeana				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex perstricta	Carex-MOR-3275	Cabral 495		Cabral	495																	Schiedeanae	Carex perstricta			1								FALSE		 	x	?	x	Schiedeanae
spm00006364	Schiedeanae	Carex planilomina	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex planilamina	Carex-MOR-3276	Carranza 2847		Carranza	2847																	Schiedeanae	Carex planilomina			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006365	Schiedeanae	Carex planilomina	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex planilamina	Carex-MOR-3277	Gonzalez & Reznicek 10297		Gonzalez & Reznicek	10297																	Schiedeanae	Carex planilomina			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006366	Schiedeanae	Carex planilomina	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex planilamina	Carex-MOR-3278	Gonzalez & Reznicek 10274		Gonzalez & Reznicek	10274																	Schiedeanae	Carex planilomina			1								FALSE		 	x	x	x	Schiedeanae	PCR failed at all 3 regions
spm00006367	Schiedeanae	Carex planilomina	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex planilamina	Carex-MOR-3279	Gonzalez & Reznicek 10279		Gonzalez & Reznicek	10279																	Schiedeanae	Carex planilomina			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006368	Schiedeanae	Carex planilomina	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex planilamina	Carex-MOR-3280	Gonzalez & Reznicek 10256		Gonzalez & Reznicek	10256																	Schiedeanae	Carex planilomina			1								FALSE		 	CAREX-MOR-10022015	x	x	Schiedeanae
spm00006369	Schiedeanae	Carex revoluta	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex revoluta	Carex-MOR-3281	Valdes Reyba & Carranza s.n. (26 May 1982)		Valdes Reyna & Carranza	s.n.																	Schiedeanae	Carex revoluta			1								FALSE		 	x	not usable sequence	x	Schiedeanae
spm00006370	Schiedeanae	Carex schiedeana	Kunze		urn:kew.org:wcs:taxon:230691	accepted					MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex schiedeana	Carex-MOR-3282	Rzedowski 53938		Rzedowski	53938																	Schiedeanae	Carex schiedeana			1								FALSE		 	x	x	x	Schiedeanae
spm00006371	Schiedeanae	Carex stellata	Mack.		urn:kew.org:wcs:taxon:231111	not accepted	Carex schiedeana				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex stellata	Carex-MOR-3283	Wendt 620		Wendt	620																	Schiedeanae	Carex stellata			1								FALSE		 	CAREX_MOR_03042016	not usable sequence	x	Schiedeanae
spm00006372	Schiedeanae	Carex stellata	Mack.		urn:kew.org:wcs:taxon:231111	not accepted	Carex schiedeana				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex stellata	Carex-MOR-3284	Passini & Robert 4555		Passini & Robert	4555																	Schiedeanae	Carex stellata			1								FALSE		 	CAREX_MOR_03042016	not usable sequence	x	Schiedeanae
spm00006373	Schiedeanae	Carex stellata	Mack.		urn:kew.org:wcs:taxon:231111	not accepted	Carex schiedeana				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex stellata	Carex-MOR-3285	Rzedowski 52618		Rzedowski	52618																	Schiedeanae	Carex stellata			1								FALSE		 	not great sequence	x	x	Schiedeanae
spm00006374	Schiedeanae	Carex stellata	Mack.		urn:kew.org:wcs:taxon:231111	not accepted	Carex schiedeana				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex stellata	Carex-MOR-3286	Hinton et al. 28022		Hinton et al. (sp?)	28022																	Schiedeanae	Carex stellata			1								FALSE		 	not useable sequence	x	x	Schiedeanae
spm00006497	Mexico 2015 Carex Collecting Trip	Carex turbinata	Liebm.		urn:kew.org:wcs:taxon:231749	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex turbinata	Carex-MOR-3349			Anton Reznicek, Andrew Hipp	AAR1		Mexico															Mexico 2015 Carex Collecting Trip	Carex turbinata	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006498	Mexico 2015 Carex Collecting Trip	Carex endlichii	Kük.	cf.	urn:kew.org:wcs:taxon:226341	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex endlichii	Carex-MOR-3350			Anton Reznicek, Andrew Hipp	AAR2		Mexico															Mexico 2015 Carex Collecting Trip	Carex endlichii	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006499	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Phacocystis	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3351			Anton Reznicek, Andrew Hipp	AAR4		Mexico															Mexico 2015 Carex Collecting Trip	Carex	broad, sprawling ; Mexico 2015 Carex Collections										FALSE		Mexico 	there- but not contiged	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006500	Mexico 2015 Carex Collecting Trip	Carex bolanderi	Olney		urn:kew.org:wcs:taxon:225009	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex bolanderi	Carex-MOR-3352			Anton Reznicek, Andrew Hipp	AAR5		Mexico															Mexico 2015 Carex Collecting Trip	Carex bolanderi	Mexico 2015 Carex Collections										FALSE		Mexico 	there- but not contiged	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006501	Mexico 2015 Carex Collecting Trip	Carex boliviensis	Van Heurck & Müll.Arg.		urn:kew.org:wcs:taxon:225012	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex boliviensis	Carex-MOR-3353			Anton Reznicek, Andrew Hipp	AAR6		Mexico															Mexico 2015 Carex Collecting Trip	Carex boliviensis	Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder		Mexico 2015 Carex Collecting Trip	yes
spm00006502	Mexico 2015 Carex Collecting Trip	Carex echinata	Murray		urn:kew.org:wcs:taxon:226238	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex echinata	Carex-MOR-3354			Anton Reznicek, Andrew Hipp	AAR7		Mexico															Mexico 2015 Carex Collecting Trip	Carex echinata	Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006503	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Ovales	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3355			Anton Reznicek, Andrew Hipp	AAR8		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006504	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Ovales	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3356			Anton Reznicek, Andrew Hipp	AAR10		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Big Ovales, blackheads; Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006505	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Ovales	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3357			Anton Reznicek, Andrew Hipp	AAR11		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Big Ovales, tan heads; Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006506	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Phacocystis	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3358			Anton Reznicek, Andrew Hipp	AAR12		Mexico															Mexico 2015 Carex Collecting Trip	Carex	slender Phacocystis; Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006507	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Phacocystis	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3359			Anton Reznicek, Andrew Hipp	AAR13		Mexico															Mexico 2015 Carex Collecting Trip	Carex	broad Phacocystis; Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006508	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Phacocystis	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3360			Anton Reznicek, Andrew Hipp	AAR13a		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Broad Phacocystis, rhizomes. Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006509	Mexico 2015 Carex Collecting Trip	Carex marianensis	Stacey		urn:kew.org:wcs:taxon:228508	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex marianensis	Carex-MOR-3361			Anton Reznicek, Andrew Hipp	AAR14		Mexico															Mexico 2015 Carex Collecting Trip	Carex marianensis	Mexico 2015 Carex Collections										FALSE		Mexico 				Mexico 2015 Carex Collecting Trip
spm00006510	Mexico 2015 Carex Collecting Trip	Carex wootonii	Mack.		urn:kew.org:wcs:taxon:232227	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex wootonii	Carex-MOR-3362			Anton Reznicek, Andrew Hipp	AAR15		Mexico															Mexico 2015 Carex Collecting Trip	Carex wootonii	Mexico 2015 Carex Collections										FALSE		Mexico 		OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006511	Mexico 2015 Carex Collecting Trip	Carex	L.		urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3363			Anton Reznicek, Andrew Hipp	AAR16		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Carex with obovate perigynia; Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	Fwd only- 92%	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006512	Filifoliae	Carex longissima	M.E.Jones	cf.	urn:kew.org:wcs:taxon:228297	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex longissima	CAREX-MOR-3364			Anton Reznicek, Andrew Hipp	AAR17		Mexico															Mexico 2015 Carex Collecting Trip	Carex longissima	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006513	Mexico 2015 Carex Collecting Trip	Carex turbinata	Liebm.	aff.	urn:kew.org:wcs:taxon:231749	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex turbinata	Carex-MOR-3365			Anton Reznicek, Andrew Hipp	AAR 18		Mexico															Mexico 2015 Carex Collecting Trip	Carex turbinata	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006514	Filifoliae	Carex longissima	M.E.Jones	aff.	urn:kew.org:wcs:taxon:228297	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex longissima	??			Anton Reznicek, Andrew Hipp	AAR19		Mexico															Mexico 2015 Carex Collecting Trip	Carex longissima	Mexico 2015 Carex Collections										FALSE		Mexico 	x	x	x	Mexico 2015 Carex Collecting Trip
spm00006515	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Ovales	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3367			Anton Reznicek, Andrew Hipp	AAR20A		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Carex- black headed, Ovales, Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006516	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Ovales	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3368			Anton Reznicek, Andrew Hipp	AAR20B		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Carex- black headed, Ovales, Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006517	Mexico 2015 Carex Collecting Trip	Carex turbinata	Liebm.		urn:kew.org:wcs:taxon:231749	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex turbinata	Carex-MOR-3369			Anton Reznicek, Andrew Hipp	AAR22		Mexico															Mexico 2015 Carex Collecting Trip	Carex turbinata	Mexico 2015 Carex Collections										FALSE		Mexico 	x	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006518	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Ovales	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3370			Anton Reznicek, Andrew Hipp	AAR23		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Big-head ovales, Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	x	Mexico 2015 Carex Collecting Trip	yes
spm00006519	Mexico 2015 Carex Collecting Trip	Carex	L.	sect. Acrocystis	urn:kew.org:wcs:taxon:224198	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex	Carex-MOR-3371			Anton Reznicek, Andrew Hipp	AAR24		Mexico															Mexico 2015 Carex Collecting Trip	Carex	Husky Acrocystis, Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006520	Mexico 2015 Carex Collecting Trip	Carex leucodonta	Holm		urn:kew.org:wcs:taxon:228133	not accepted	Carex turbinata	Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex leucodonta	Carex-MOR-3372			Anton Reznicek, Andrew Hipp	AAR26		Mexico															Mexico 2015 Carex Collecting Trip	Carex leucodonta	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006521	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3373			Anton Reznicek, Andrew Hipp	AAR27		Mexico															Mexico 2015 Carex Collecting Trip	not written on bag	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	only fwd- 50%	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006522	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3374			Anton Reznicek, Andrew Hipp	AAR31		Mexico															Mexico 2015 Carex Collecting Trip	not written on bag	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006523	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3375			Anton Reznicek, Andrew Hipp	AAR32		Mexico															Mexico 2015 Carex Collecting Trip	not written on bag	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006524	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3376			Anton Reznicek, Andrew Hipp	AAR33		Mexico															Mexico 2015 Carex Collecting Trip	not written on bag	Mexico 2015 Carex Collections										FALSE		Mexico 	contiged but not checked	OK- in Reznicek ITS folder	x	Mexico 2015 Carex Collecting Trip	yes
spm00006525	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3377			Anton Reznicek, Andrew Hipp	AAR34		Mexico															Mexico 2015 Carex Collecting Trip	not written on bag	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006526	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3378			Anton Reznicek, Andrew Hipp	AAR38		Mexico															Mexico 2015 Carex Collecting Trip	not written on bag	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006527	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3379			Anton Reznicek, Andrew Hipp	AAR39		Mexico															Mexico 2015 Carex Collecting Trip	not written on bag	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	x	Mexico 2015 Carex Collecting Trip	yes
spm00006528	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3380			Anton Reznicek, Andrew Hipp	AAR43		Mexico															Mexico 2015 Carex Collecting Trip	not written on bag	Mexico 2015 Carex Collections										FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006529	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3381				8346																	Mexico 2015 Carex Collecting Trip	not written on bag	from Mexico 2015 Carex Collections trip										FALSE		 	OK- in Reznicek ETS folder	not contiged	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
